Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3504,ASST CITY ATTY,1," 	146,500 "
10252,PLANNER 1-18,1," 	63,757 "
2729,PLANNER 2,1," 	74,908 "
10253,PLANNER 1,1," 	63,757 "
1772,GIS SPECIALIST,1," 	83,976 "
1115,ADMIN CLK 1,0.5," 	25,388 "
1499,TRANSP PLANNING MGR,1," 	116,390 "
1966,LIBRARY ASST 1,1," 	55,363 "
VACANT,VACANT,VACANT,VACANT
2716,JUD SUPPORT CLK 1,1," 	52,187 "
3454,FIREFIGHTER,1," 	73,201 "
7858,FIREFIGHTER,1," 	56,858 "
VACANT,VACANT,VACANT,VACANT
2226,POLICE RCDS SVS CLK,1," 	47,598 "
VACANT,VACANT,VACANT,VACANT
1212,POLICE CAPT,1," 	108,694 "
1455,POLICE SGT.,1," 	85,844 "
2827,DETECTIVE 1,1," 	81,944 "
2297,DETECTIVE 1,1," 	80,673 "
3924,DETECTIVE 1,1," 	78,768 "
6377,POLICE OFFICER,1," 	58,646 "
3064,POLICE OFFICER,1," 	77,437 "
4125,POLICE OFFICER,1," 	76,832 "
2561,ADMIN SUPPORT CLK 1,1," 	49,874 "
4113,ADMIN SUPPORT CLK 2,1," 	52,187 "
3424,STR MACH OPR 2,1," 	55,449 "
2612,STR MACH OPR 1,1," 	56,740 "
10277,TRANS OPERATOR,1," 	40,846 "
10378,TRANS OPERATOR,0.3," 	12,254 "
10291,TRANS OPERATOR,0.3," 	12,254 "
2662,CUSTODIAL WKR 2,1," 	54,854 "
3005,PKG MAINT WKR 1,1," 	48,124 "
4178,ENGINEER 2,1," 	79,272 "
2726,CLERK-TYP 2,1," 	48,935 "
2821,FACILITY MAINT WKR,1," 	54,616 "
3246,ADMIN CLK 1,1," 	54,649 "
8284,CONTRACT COMP SPEC 1,1," 	54,991 "
2623,ENGR FIELD AIDE,1," 	62,291 "
6718,LIBRARIAN 3,1," 	69,518 "
1528,CLERK-TYP 1-32,1," 	36,151 "
1295,LIBRARIAN 1-33,1," 	56,466 "
2181,LIBRARIAN 2,0.8," 	58,506 "
3301,LIBRARIAN 2,1," 	68,479 "
3828,PKS MAINT WKR,1," 	58,455 "
VACANT,VACANT,VACANT,VACANT
3208,PKS MAINT WKR,1," 	57,411 "
2613,PKS MAINT WKR,1," 	57,411 "
4005,CHILD CARE PROG SPEC 2-18,1," 	67,857 "
2993,CLERK-TYP 2,1," 	47,156 "
8022,LIBRARY ASST 1,0.9," 	42,537 "
1188,LIBRARY ASST 1,1," 	47,230 "
3334,ENGR PROG SPEC 1-16,1," 	88,748 "
2519,LIBRARY ASST 1,0.75," 	41,199 "
7887,LIBRARY ASST 1,0.9," 	42,537 "
4011,LIBRARY ASST 1,0.7," 	38,085 "
2191,POLICE RPT TYPIST 2,1," 	52,834 "
3117,PUB WKS MAINT WKR 3,1," 	61,170 "
3244,TRANS ACCT 3,1," 	81,525 "
3738,CC PROD/DIR,1," 	57,198 "
3715,WATER CIVIL TECH 3,1," 	66,324 "
1158,PKG CASHIER,0.9," 	42,340 "
1535,PKG CASHIER-16,1," 	47,044 "
2168,PKG CASHIER-16 PT,0.85," 	33,968 "
3197,PKG CASHIER-16,1," 	46,616 "
1900,PKG CASHIER-16 PT,0.95," 	43,879 "
1008,PKG CASHIER,0.6," 	27,970 "
3255,PKG CASHIER,0.9," 	41,955 "
1637,PKG ENFC SUPV,1," 	78,544 "
2941,DETECTIVE 1,1," 	78,768 "
VACANT,VACANT,VACANT,VACANT
3438,M.T. EVENT COORD,1," 	60,386 "
VACANT,VACANT,VACANT,VACANT
4167,M.T. OPERS WKR,1," 	53,372 "
1058,CUSTODIAL WKR 2,1," 	50,900 "
3039,M.T. OPER LDWKR,1," 	49,418 "
1886,CUSTODIAL WKR 2-16 PT,0.5," 	22,599 "
2143,PKS MAINT WKR,1," 	58,455 "
3408,PKS MAINT WKR,1," 	56,889 "
4074,PKS MAINT WKR,1," 	56,367 "
2185,CODE ENFORC OFF 3,1," 	74,643 "
VACANT,VACANT,VACANT,VACANT
3571,SECTION 8 INSPECTOR,1," 	58,455 "
1464,TRANS INFO SYS COORD,1," 	98,306 "
2224,GIFT SHOP SALES LDWK,1," 	56,678 "
3136,ASST CITY TRAFFIC E,1," 	117,400 "
2771,CONSTRUCT INSP 2,1," 	71,371 "
1196,ENGR FIELD AIDE,1," 	53,168 "
2374,LIBRARY ASST 1,1," 	48,910 "
10406,GARDENER,1," 	46,722 "
7875,HSG ASST CLERK,1," 	49,233 "
2491,LIB COMPT SPEC 2,1," 	72,469 "
10497,PUB WKS MAINT WKR 1,1," 	45,190 "
10498,PUB WKS MAINT WKR 1,1," 	45,190 "
1560,PUB WKS MAINT WKR 3,1," 	59,517 "
1987,ENGINEER 3,1," 	82,352 "
2043,EQPT OPR 3,1," 	59,741 "
5372,STR MACH OPR 1,1," 	48,358 "
2873,STR MACH OPR 1,1," 	55,220 "
6274,ADMIN CLK 1,1," 	47,598 "
2474,POLICE REPORT SUPV,1," 	66,945 "
1045,TRANS OPERATOR,1," 	56,094 "
6365,TRANS OPERATOR,1," 	49,014 "
2758,TRANS OPERATOR,1," 	59,362 "
3103,TRANS OPERATOR,1," 	57,728 "
3428,TRANS OPERATOR,1," 	57,728 "
2639,PK RANGER-16 PT,0.75," 	42,597 "
3280,PKS MAINT WKR,1," 	53,758 "
2985,PKS MAINT WKR,1," 	56,367 "
2596,CUSTODIAL WKR 2,1," 	53,866 "
2032,CUSTODIAL WKR 1-16,1," 	44,050 "
1691,TRANS CUST SERVS REP,0.5," 	23,308 "
1409,FOR LAB TECH,1," 	59,517 "
3964,MAINT MECH 2,1," 	67,081 "
9350,IT SPEC 1-18,1," 	58,685 "
7661,ENGINEER 3-18,1," 	72,726 "
5101,CIVIL TECH 2-16,1," 	58,164 "
5800,ENGINEER 1-18,1," 	58,685 "
5986,TRAFF SIG MAINT WKR-16,1," 	53,582 "
1023,PKG SERVICE WKR,1," 	55,884 "
1820,DETECTIVE 1,1," 	81,309 "
9363,POLICE OFFICER,1," 	55,502 "
3267,POLICE OFFICER,1," 	75,017 "
1664,POLICE OFFICER,1," 	73,202 "
2488,POLICE OFFICER,1," 	76,832 "
1399,POLICE OFFICER,1," 	73,807 "
2015,POLICE OFFICER,1," 	76,832 "
6271,CC PROD/DIR-20,1," 	47,598 "
1893,PKG ENFC OFF,1," 	59,517 "
2382,PKG ENFC OFF,1," 	59,517 "
2231,LIBRARIAN 2,0.8," 	56,379 "
2504,TRANS ACCT 3,1," 	84,722 "
2478,TRANS UTIL WKR,1," 	57,405 "
3823,S/D MAINT TECH 2,1," 	62,384 "
2209,S/D MAINT TECH 1,1," 	60,622 "
1697,PKG REVENUE LDWKR,1," 	61,722 "
3418,STR MACH OPR 3,1," 	60,622 "
3277,STR MACH OPR 1,1," 	54,713 "
8075,TRANS CUS SERV SUPV,1," 	56,484 "
4049,TRANS INFO SYS SPEC,1," 	78,518 "
3310,PKG REVENUE LDWKR,1," 	55,189 "
3955,ENGINEER 4,1," 	96,580 "
2805,STR SEWER MACH OPR 2,1," 	58,064 "
2267,STR SEWER MACH OPR 2,1," 	56,495 "
3992,COM DEV TECH 2,1," 	64,308 "
5978,ADMIN CLK 1,1," 	46,454 "
2283,CLERK-TYP 2,1," 	48,490 "
4159,FIREFIGHTER PARAMEDI,1," 	78,524 "
1814,FIREFIGHTER PARAMEDI,1," 	80,520 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
1520,FIREFIGHTER PARAMEDI,1," 	80,520 "
3086,FIREFIGHTER PARAMEDI,1," 	76,527 "
VACANT,VACANT,VACANT,VACANT
2754,FIREFIGHTER PARAMEDI,1," 	78,524 "
3038,FIREFIGHTER PARAMEDI,1," 	72,535 "
1994,FIREFIGHTER,1," 	69,572 "
2890,FIREFIGHTER,1," 	67,757 "
6773,FIREFIGHTER,1," 	58,678 "
7859,FIREFIGHTER,1," 	56,858 "
2347,FIREFIGHTER,1," 	71,991 "
1629,FIREFIGHTER,1," 	73,201 "
3654,FIREFIGHTER,1," 	75,017 "
1125,POLICE LT.,1," 	97,487 "
4498,TRANS OPERATOR,1," 	43,569 "
2709,TRANS OPERATOR,1," 	54,461 "
2238,TRANS OPERATOR,1," 	56,094 "
2810,COMMUNICATION WKR,1," 	58,415 "
1054,PKG CASHIER-16 PT,0.75," 	34,642 "
2831,PKG CASHIER-16 PT,0.65," 	28,633 "
3119,PKG CASHIER,0.9," 	40,800 "
2192,PKG CASHIER,0.55," 	24,228 "
1720,HSG ASST CLERK,1," 	57,198 "
7350,WATER RES SPEC 3,1," 	79,953 "
2394,M.T. OPER LDWKR,1," 	57,411 "
3206,M.T. OPER LDWKR,1," 	56,367 "
2361,MAINT MECH 2,1," 	67,081 "
2298,STR MACH OPR 3,1," 	62,291 "
10605,CIVIL TECH 1-16,1," 	50,803 "
2535,TRAFF SIG ELECTR 2,1," 	74,206 "
3743,WGTS MEASURE INSP 3,1," 	73,662 "
1486,ZONING CODE OFF 1,1," 	59,908 "
3945,WATER SUPPLY MGR,1," 	107,802 "
2812,POLICE RPT TYPIST 2,0.5," 	25,260 "
3106,PKG ENFC OFF,1," 	56,762 "
3902,PKG ENFC OFF,1," 	59,517 "
2883,POLICE SGT.,1," 	85,844 "
1330,DETECTIVE 1,1," 	84,485 "
3577,DETECTIVE 1,1," 	81,944 "
2515,POLICE OFFICER,1," 	65,943 "
2527,POLICE OFFICER,1," 	78,647 "
3517,TRANS OPERATOR,1," 	56,094 "
1737,TRANS OPERATOR,1," 	56,094 "
8060,TRANS OPERATOR,0.3," 	13,888 "
10380,TRANS OPERATOR,0.3," 	12,254 "
VACANT,VACANT,VACANT,VACANT
1458,IT SPEC 2,1," 	74,908 "
3958,COM DEV PROJ MGR,1," 	93,068 "
10425,COM DEV SPEC 2-18,1," 	61,287 "
2221,DETECTIVE 1,1," 	81,944 "
7937,POLICE OFFICER,1," 	56,957 "
1494,POLICE OFFICER,1," 	75,622 "
VACANT,VACANT,VACANT,VACANT
3133,SALES CLERK,0.75," 	33,812 "
5956,IT SPEC 2,1," 	72,726 "
4431,POLICE RPT TYPIST 2,1," 	44,932 "
VACANT,VACANT,VACANT,VACANT
3607,PKG CASHIER,0.85," 	37,443 "
3489,PKG CASHIER,0.7," 	30,191 "
1688,CODE ENFORC OFF 3,1," 	78,991 "
3989,LIBRARIAN 3,1," 	79,999 "
9311,FOOD/ALCOHOL POLICT ADMIN-18,1," 	69,518 "
VACANT,VACANT,VACANT,VACANT
1503,CIVIL RIGHTS DIR,1," 	118,896 "
10221,POLICE RCDS SVS CLK,1," 	42,518 "
3507,PO PUB INFO SPEC 2,1," 	84,750 "
3081,CC PROD/DIR,1," 	55,118 "
1816,CIVIL TECH 2,1," 	65,741 "
2629,PKG EQUIP TECH 1,1," 	59,741 "
1904,PKG CASHIER,0.6," 	27,713 "
1590,PLANNER 3,1," 	86,349 "
1149,LIBRARY ASST 1,0.7," 	37,380 "
7946,POLICE OFFICER,1," 	56,957 "
1131,POLICE OFFICER,1," 	75,017 "
7951,POLICE OFFICER,1," 	56,957 "
3276,POLICE OFFICER,1," 	75,017 "
7947,POLICE OFFICER,1," 	56,957 "
1253,POLICE OFFICER,1," 	69,573 "
3994,POLICE OFFICER,1," 	75,622 "
3869,POLICE OFFICER,1," 	73,202 "
1668,FIREFIGHTER PARAMEDI,1," 	83,621 "
2876,FIREFIGHTER PARAMEDI,1," 	87,734 "
1218,FIREFIGHTER PARAMEDI,1," 	92,532 "
1235,CCS 2,1," 	58,197 "
1667,CERT MUNI CLK,1," 	53,558 "
2312,CITY CLERK,1," 	113,091 "
1311,CITY TREASURER,1," 	113,090 "
2006,ASST CITY ATTY,1," 	112,499 "
VACANT,VACANT,VACANT,VACANT
10381,TRANS OPERATOR,0.2," 	8,169 "
2254,TRANS OPERATOR,1," 	56,094 "
7619,STR SEWER MACH OPR 1,1," 	48,358 "
7968,IT SPEC 2,1," 	63,757 "
3235,ADMIN CLK 1,1," 	55,141 "
4067,FIRE CODE ENFORCE 4,1," 	81,475 "
VACANT,VACANT,VACANT,VACANT
7809,ARBORIST 1,1," 	50,803 "
3965,FAC/SUS MGR,1," 	114,273 "
3796,IT SPEC 3,1," 	84,750 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
2648,POLICE SGT.,1," 	85,844 "
2141,POLICE INVESTIGATOR,1," 	81,309 "
9364,POLICE OFFICER,1," 	55,502 "
2624,DETECTIVE 1,1," 	81,309 "
2465,DETECTIVE 1,1," 	81,944 "
3909,DETECTIVE 1,1," 	78,768 "
2615,DETECTIVE 1,1," 	81,309 "
2585,DETECTIVE 1,1," 	83,849 "
1213,DETECTIVE 1,1," 	83,849 "
3282,DETECTIVE 1,1," 	78,768 "
1612,LIBRARY ASST 1,1," 	51,840 "
2856,LIBRARY ASST 1,1," 	51,840 "
3816,LIBRARIAN 2,0.9," 	59,108 "
VACANT,VACANT,VACANT,VACANT
4058,LIBRARIAN 2,1," 	68,479 "
VACANT,VACANT,VACANT,VACANT
4955,WATER CIVIL TECH 3-16,1," 	62,112 "
2232,WATER HYDRANT INSPEC,1," 	59,741 "
2898,PUB WKS MAINT WKR 3,1," 	60,068 "
2483,PUB WKS MAINT WKR 3,1," 	60,068 "
10448,ADMIN CLK 1,1," 	43,788 "
2850,PKS MAINT WKR,1," 	49,418 "
3608,CUSTODIAL WKR 3,1," 	55,323 "
4101,IT SPEC 2,1," 	76,363 "
1536,ENGINEER 4,1," 	92,190 "
2385,ENGINEER 2,1," 	68,522 "
9082,ENGINEER 1-18,1," 	56,502 "
2071,ENGINEER 2,1," 	71,603 "
7801,POLICE RECORDS SERVS,1," 	58,685 "
10541,POLICE COURT SERVS S,1," 	54,991 "
1645,STR SEWER MACH OPR 1,1," 	53,700 "
5765,STR MACH OPR 1,1," 	46,727 "
3177,ASST CITY ASSESS - R,1," 	98,336 "
VACANT,VACANT,VACANT,VACANT
3915,STR SEWER MACH OPR 1,1," 	53,700 "
5096,PKS MAINT WKR,1," 	50,803 "
2960,PKG ENFC LDWKR,1," 	65,143 "
1572,FIRE LIEUTENANT,1," 	89,709 "
VACANT,VACANT,VACANT,VACANT
1802,FIRE LIEUTENANT,1," 	90,404 "
1439,FIRE LIEUTENANT,1," 	87,622 "
1561,FIRE LIEUTENANT,1," 	90,404 "
4016,FIRE APPARATUS ENGR,1," 	76,861 "
1846,FIRE APPARATUS ENGR,1," 	74,955 "
3632,FIRE APPARATUS ENGR,1," 	78,767 "
1991,FIRE APPARATUS ENGR,1," 	76,861 "
1442,IT SPEC 2,1," 	74,908 "
1730,POLICE CAPT,1," 	109,300 "
1061,POLICE LT.,1," 	94,775 "
2541,POLICE LT.,1," 	96,608 "
2468,POLICE SGT.,1," 	85,178 "
3795,POLICE SGT.,1," 	80,520 "
3063,DETECTIVE 1,1," 	81,309 "
2666,POLICE INVESTIGATOR,1," 	83,849 "
2778,ADMIN CLK 1,1," 	55,141 "
2041,IT SPEC 2,1," 	74,908 "
3397,POLICE OFFICER,1," 	75,017 "
3304,POLICE OFFICER,1," 	73,202 "
1633,POLICE OFFICER,1," 	75,017 "
2522,POLICE OFFICER,1," 	75,017 "
2246,POLICE OFFICER,1," 	73,202 "
7956,POLICE OFFICER,1," 	56,957 "
3734,POLICE OFFICER,1," 	69,573 "
2472,POLICE OFFICER,1," 	75,017 "
9373,POLICE OFFICER,1," 	55,502 "
3305,POLICE OFFICER,1," 	75,017 "
9376,POLICE OFFICER,1," 	55,502 "
1391,POLICE OFFICER,1," 	75,017 "
1525,POLICE OFFICER,1," 	73,202 "
3900,POLICE OFFICER,1," 	75,017 "
3861,POLICE OFFICER,1," 	75,017 "
3440,POLICE OFFICER,1," 	75,017 "
1261,POLICE OFFICER,1," 	71,387 "
4083,POLICE OFFICER,1," 	75,017 "
4135,POLICE OFFICER,1," 	75,017 "
2039,POLICE OFFICER,1," 	71,387 "
2195,POLICE OFFICER,1," 	77,437 "
1462,POLICE OFFICER,1," 	75,017 "
1018,LIBRARIAN 3,1," 	74,908 "
2299,LIB COMP TECH,1," 	53,350 "
2146,COMM DEV DIV DIR,1," 	119,438 "
3616,ECON DEV DIV DIR,1," 	119,545 "
3645,PKG ENFC OFF,1," 	56,762 "
3519,PKG ENFC OFF,1," 	58,415 "
2553,PKG ENFC FIELD SUPV,1," 	58,197 "
3421,ADMIN CLK 1,1," 	55,141 "
3767,ELEVATOR CODE ENFC O,1," 	74,643 "
8077,ELEVATOR CODE ENFC O,1," 	72,469 "
2013,POLICE RPT TYPIST 2,1," 	49,026 "
3202,ADMIN CLK 1,1," 	46,454 "
2125,CLERK-TYP 2,1," 	47,628 "
1243,POLICE RECORDS SEC M,1," 	102,881 "
1603,TRANS MAINT GEN SUPV,1," 	79,926 "
10524,TRANS MKT SPEC 1,1," 	53,129 "
1881,TRANS OPERATOR,1," 	56,094 "
1322,TRANS OPERATOR,1," 	57,728 "
3670,FIREFIGHTER PARAMEDI,1," 	85,179 "
1241,FIREFIGHTER PARAMEDI,1," 	80,520 "
VACANT,VACANT,VACANT,VACANT
7829,FIREFIGHTER PARAMEDI,1," 	62,544 "
6798,FIREFIGHTER PARAMEDI,1," 	64,546 "
2063,FIREFIGHTER PARAMEDI,1," 	85,179 "
1869,FIREFIGHTER,1," 	65,942 "
3465,FIREFIGHTER,1," 	67,757 "
6774,FIREFIGHTER,1," 	58,678 "
3952,FIREFIGHTER,1," 	75,017 "
3668,FIREFIGHTER,1," 	65,942 "
1794,FIREFIGHTER,1," 	73,201 "
3309,FIREFIGHTER,1," 	67,757 "
1831,FIREFIGHTER,1," 	64,127 "
1871,FIREFIGHTER,1," 	69,572 "
1643,FIREFIGHTER,1," 	71,387 "
3922,FIREFIGHTER,1," 	75,017 "
1861,FIREFIGHTER,1," 	67,757 "
1624,POLICE SGT.,1," 	80,520 "
3554,POLICE SGT.,1," 	85,179 "
3613,POLICE SGT.,1," 	87,175 "
3370,POLICE SGT.,1," 	83,182 "
2728,IT SPEC 2,1," 	74,181 "
4158,ENGINEER 2,1," 	66,527 "
3665,M.T.TECH SERVS SPEC,1," 	65,839 "
7181,ELEVATOR CODE ENFC O,1," 	69,492 "
3484,POLICE OFFICER,1," 	73,202 "
1100,GRANTS ADMIN 2,1," 	74,908 "
4179,COMM SERVS SPEC 2,1," 	74,908 "
4203,COMM DEV GRTS SUPV,1," 	96,252 "
3799,TRANS OPERATOR,1," 	56,094 "
3742,TRANS OPERATOR,1," 	56,094 "
2412,TRANS OPERATOR,1," 	57,728 "
2011,ENGR OPER MAINT WKR,1," 	57,285 "
2383,POLICE RCDS SVS CLK,1," 	49,026 "
10324,POLICE RCDS SVS CLK,1," 	42,518 "
1914,CLERK-TYP 2,1," 	46,279 "
8981,CLERK-TYP 1-20,1," 	38,092 "
2046,ACCOUNTANT 2-18,1," 	79,953 "
3957,IT SPEC 3,1," 	84,750 "
10103,IT SPEC 3,1," 	69,518 "
3893,IT SPEC 2,1," 	74,908 "
3683,FIREFIGHTER PARAMEDI,1," 	81,565 "
4116,FIREFIGHTER PARAMEDI,1," 	86,363 "
VACANT,VACANT,VACANT,VACANT
7827,FIREFIGHTER PARAMEDI,1," 	62,544 "
VACANT,VACANT,VACANT,VACANT
3941,FIREFIGHTER PARAMEDI,1," 	80,853 "
7828,FIREFIGHTER PARAMEDI,1," 	62,544 "
7825,FIREFIGHTER PARAMEDI,1," 	66,546 "
3942,FIREFIGHTER PARAMEDI,1," 	74,531 "
2829,FIREFIGHTER,1," 	73,201 "
3627,FIREFIGHTER,1," 	69,572 "
3880,FIREFIGHTER,1," 	73,201 "
3069,FIREFIGHTER,1," 	69,572 "
2935,FIREFIGHTER,1," 	60,497 "
VACANT,VACANT,VACANT,VACANT
7860,FIREFIGHTER,1," 	56,858 "
6772,FIREFIGHTER,1," 	58,678 "
1880,FIREFIGHTER,1," 	62,312 "
2170,POLICE LT.,1," 	89,640 "
2406,DETECTIVE 1,1," 	83,214 "
2430,LIBRARIAN 3,1," 	81,454 "
7353,LIBRARIAN SUPV,1," 	69,518 "
1308,COMM DEV SPEC 3-18 PT,0.8," 	59,927 "
10407,GARDENER-16  PT,0.65," 	30,369 "
4090,ST VENDING MONITOR,0.5," 	26,879 "
1207,LANDSCAPE ARCHITECT3,1," 	82,352 "
VACANT,VACANT,VACANT,VACANT
2414,MAINT MECH 1,1," 	59,908 "
2670,PLUMBER,1," 	69,731 "
2240,ECON REV SUPV-18,1," 	94,592 "
3844,PRINCIPAL ARCHITECT,1," 	90,434 "
3681,STR SEWER MACH OPR 1,1," 	52,180 "
1635,S/D MAINT TECH 1,1," 	60,066 "
4149,ENGINEER 3,1," 	82,352 "
5958,IT SPEC 2,1," 	72,726 "
2277,PKS MAINT WKR,1," 	53,758 "
3967,CC PROD/DIR,0.7," 	38,619 "
3107,PROGRAM ASST 2,1," 	55,200 "
8142,COMMUNICATION WKR-16,1," 	49,418 "
3451,STR MACH OPR 2,1," 	53,879 "
1445,DETECTIVE 1,1," 	81,309 "
1406,DETECTIVE 1,1," 	78,768 "
3303,DETECTIVE 1,1," 	78,768 "
3628,DETECTIVE 1,1," 	71,145 "
9377,POLICE OFFICER,1," 	55,502 "
2747,POLICE OFFICER,1," 	73,202 "
9365,POLICE OFFICER,1," 	55,502 "
9378,POLICE OFFICER,1," 	55,502 "
2282,WGTS MEASURE INSP 2,1," 	66,324 "
4172,ENGINEER 3-18,1," 	82,352 "
1740,TRANS OPERATOR,1," 	58,817 "
2363,TRANS OPERATOR,1," 	56,094 "
2212,TRANS OPERATOR,1," 	56,094 "
3693,TRANS OPERATOR,1," 	56,094 "
3029,TRANS OPERATOR,1," 	56,094 "
1320,TRANS OPERATOR,1," 	56,094 "
10272,TRANS OPERATOR,1," 	40,846 "
1389,TRANS OPERATOR,1," 	56,094 "
1366,TRANS OPERATOR,1," 	56,094 "
3313,TRANS OPERATOR,1," 	56,094 "
1899,TRANS OPERATOR,1," 	60,996 "
1666,TRANS OPERATOR,1," 	56,094 "
10273,TRANS OPERATOR,1," 	40,846 "
1256,TRANS OPERATOR,1," 	56,094 "
1888,TRANS ASST SCHD PLAN,1," 	75,055 "
1421,GRANT WRITER,1," 	74,908 "
10290,TRANS OPERATOR,0.33," 	13,479 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
8548,STR MACH OPR 1,1," 	44,769 "
VACANT,VACANT,VACANT,VACANT
10573,TRAFF CONT MAINT WKR,1," 	47,871 "
2058,TENANT SVS AIDE,1," 	49,233 "
1636,ZONING CODE OFF 1,1," 	56,762 "
3896,LIB MEDIA COORD,1," 	87,948 "
2782,ASST PKS SUPERINTEND,1," 	107,925 "
2507,COM CO LEG ANAL,1," 	74,908 "
9349,EMP ASST SPEC 1-18,1," 	58,685 "
2685,IT SPEC 3,1," 	82,352 "
3123,PROGRAM ASST 1,1," 	56,678 "
3355,PKS OPR LDWKR,1," 	67,550 "
1430,POLICE OFFICER,1," 	73,202 "
4001,TRANS ADV/SALES ASSO,1," 	55,180 "
3643,MAD PKS FD COORD,1," 	74,181 "
VACANT,VACANT,VACANT,VACANT
3198,NH RESOURCE COORD,1," 	82,352 "
7830,FIREFIGHTER,1," 	56,858 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
3452,FIREFIGHTER,1," 	67,757 "
1079,FIREFIGHTER,1," 	71,991 "
6770,FIREFIGHTER,1," 	58,678 "
1316,FIREFIGHTER,1," 	62,312 "
VACANT,VACANT,VACANT,VACANT
2219,FIREFIGHTER,1," 	69,572 "
10247,ECON DEV SPEC,1," 	72,726 "
4152,HSG ASST CLERK,1," 	53,558 "
7840,ACCOUNTANT 1,1," 	61,287 "
2544,PUB WKS GEN FORE,1," 	71,603 "
4373,GOLF CLUB OPER SUPV2,1," 	63,757 "
VACANT,VACANT,VACANT,VACANT
1122,DETECTIVE 1,1," 	76,862 "
3121,DETECTIVE 1,1," 	80,673 "
2951,PLANNER 2-18-PT,0.6," 	43,636 "
3671,TRANS OPERATOR,1," 	56,094 "
1341,TRANS OPERATOR,1," 	56,094 "
8958,TRANS OPERATOR,1," 	43,569 "
1238,TRANS OPERATOR,1," 	56,094 "
3174,TRANS OPERATOR,1," 	60,996 "
5979,LIBRARIAN 1-33,1," 	58,647 "
1978,LIBRARY ASST 1,1," 	54,860 "
1141,LIB COMP TECH-32,1," 	51,840 "
2389,LIBRARY ASST 1,1," 	46,052 "
8041,LIBRARY ASST 1,1," 	46,052 "
1482,LIBRARY ASST 1,1," 	50,330 "
3810,LIBRARY ASST 1,1," 	54,357 "
7630,LIBRARY ASST 1,0.65," 	29,948 "
1177,LIB PROG SUPV,1," 	73,689 "
4176,GARDENER-16  PT,1," 	55,323 "
4567,LANDSCAPE ARCHITECT 2-18,1," 	69,518 "
9056,PK RANGER-16 PT,0.75," 	35,903 "
2372,IT SPEC 3,1," 	82,352 "
3904,TRANS PLANNER 2,1," 	76,337 "
4949,PARA SCHEDULING COOR,1," 	43,284 "
2098,PROCESS IMPROVEMENT SPEC-18 PT,0.9," 	80,650 "
8553,SSMW 1-15,1," 	43,301 "
5185,STR SEWER MACH OPR 1,1," 	44,769 "
5490,STR SEWER MACH OPR 1,1," 	50,660 "
4711,STR SEWER MACH OPR 1,1," 	50,660 "
4703,ELECTRICIAN FOREPERS,1," 	70,236 "
2214,TRAFF SIG ELECTR 3,1," 	75,747 "
4099,FIRE CHIEF-ASST,1," 	125,572 "
1989,FIRE LIEUTENANT,1," 	89,708 "
2377,FIRE LIEUTENANT,1," 	84,841 "
4066,FIRE LIEUTENANT,1," 	89,013 "
2086,FIRE LIEUTENANT,1," 	90,404 "
2051,FIRE LIEUTENANT,1," 	88,318 "
1833,FIRE APPARATUS ENGR,1," 	78,767 "
3656,FIRE APPARATUS ENGR,1," 	74,956 "
1599,FIRE APPARATUS ENGR,1," 	78,767 "
3657,FIRE APPARATUS ENGR,1," 	76,861 "
VACANT,VACANT,VACANT,VACANT
7486,PLANNER 2,1," 	69,518 "
10229,MAINT MECH 2,1," 	51,620 "
1840,POLICE LT.,1," 	93,068 "
5957,IT SPEC 2,1," 	72,726 "
5955,PKS MAINT WKR,1," 	52,328 "
VACANT,VACANT,VACANT,VACANT
3381,PLANNER-PRINCIPAL,1," 	110,950 "
7862,FIREFIGHTER,20," 	56,858 "
6340,POLICE OFFICER,3," 	56,957 "
2833,FORESTRY SPEC,1," 	61,888 "
3638,POLICE RPT LEADWKR,1," 	53,558 "
VACANT,VACANT,VACANT,VACANT
3122,ORG HEALTH/DEV MGR,1," 	111,958 "
3090,STR MACH OPR 3,1," 	60,622 "
2698,STR MACH OPR 3,1," 	60,066 "
2929,STR MACH OPR 3,1," 	60,066 "
4640,STR MACH OPR 1,1," 	46,727 "
4570,STR SEW MAINT WKR 1,1," 	43,301 "
3688,STR SEW MAINT WKR 1,1," 	49,003 "
6378,POLICE OFFICER,1," 	58,646 "
6379,POLICE OFFICER,1," 	58,646 "
6380,POLICE OFFICER,1," 	58,646 "
6381,POLICE OFFICER,1," 	58,646 "
1491,ASST POLICE CHIEF,1," 	128,139 "
10280,ACCOUNTANT 4,1," 	72,726 "
5009,ENGINEER 2-18,1," 	66,527 "
7646,CONSTRUCT INSP 1,1," 	54,880 "
1972,CONSTRUCT INSP 1,1," 	66,357 "
2227,S/D MAINT TECH 1,1," 	58,954 "
1582,STR SEWER MACH OPR 1,1," 	53,700 "
7993,PLANNER 1-18,1," 	61,287 "
7977,PLANNER 2,1," 	66,527 "
9233,ACCOUNTANT 2,1," 	69,518 "
2060,PKS MAINT MECHANIC,1," 	56,359 "
1835,ARBORIST 2,1," 	59,741 "
